id,Nome,Estado,Município Principal,Link
554,PR - Trabalhadores rurais sem terra reivindicam imóvel em poder da Araupel S.A. para destiná-lo à Reforma Agrária,Paraná, Quedas do Iguaçu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=554
555,RO ?- Milhares de famílias atingidas pela UHE de Samuel e do Baixo Madeira lutam para serem reassentadas e por seus direitos,Rondônia, Candeias do Jamari,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=555
556,BA ?- Comunidades tradicionais reivindicam participação no processo de construção de empreendimento turístico e redesenho do Projeto para que respeite seu modo de vida e o meio ambiente,Bahia, Cairu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=556
557,BA - Comunidades indígenas lutam pelo reassentamento das famílias Tuxá,Bahia, Rodelas,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=557
558,GO ?- Atingidos por agrotóxicos em Rio Verde lutam pela punição dos culpados e contra a pulverização aérea,Goiás, Rio Verde,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=558
559,MS - Povos indígenas da TI Ofaié-Xavante aguardam há 22 anos por demarcação pela Fundação Nacional do Índio (FUNAI) e homologação por decreto presidencial,Goiás, Brasilândia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=559
560,MT - Povos indígenas do Cerrado mato-grossense lutam contra projetos hidrelétricos no Rio do Sangue,Mato Grosso, Campo Novo do Parec,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=560
561,"Linha de transmissão de Tucuruí é foco de conflitos, impactos e problemas que chegam a três estados ",Pará, Porto de Moz,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=561
562,"RS - Comunidade Quilombola Rincão dos Martimianos segue lutando contra invasores, água contaminada e para regularizar e finalizar sua situação fundiária",Rio Grande do Sul, Restinga Seca,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=562
563,SC ?- Comunidades tradicionais e meio ambiente ainda sofrem com derramamento de óleo,Santa Catarina, São Francisco do S,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=563
564,SC ?- Mais de duas mil famílias de pescadores artesanais lutam contra novo Porto privado,Santa Catarina, São Francisco do S,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=564
565,MS - Povos indígenas Guarani-Kaiowá lutam por demarcação da TI Guyraroká,Mato Grosso do Sul, Caarapó,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=565
566,ES ?- População da Grande Vitória sofre com poluição provocada por siderúrgicas e luta por indenizações,Espirito Santo, Serra,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=566
567,GO ?- Três mil famílias de trabalhadores sem-terra do Acampamento Dom Tomas Balduíno lutam por território improdutivo,Goiás, Corumbá de Goiás,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=567
568,PA - Povos indígenas Tembé lutam por soberania e proteção da TI Alto Rio Guamá,Pará, Nova Esperança do ,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=568
569,PI ?- Agricultores familiares e comunidades quilombolas de São Raimundo Nonato lutam contra instalação de empresas de mineração e carvoarias em seu território,Piauí, São Raimundo Nonat,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=569
570,RS ?- Moradores e pescadores de Pontal da Barra sofrem com empreendimentos irregulares e precárias condições de vida,Rio Grande do Sul, Pelotas,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=570
571,"MS ?- Usina Santa Olinda tem dívidas milionárias por escravizar indígenas, e trabalhadores rurais reivindicam seu território, além de indenizações por reintegração de posse truculenta e indevida",Mato Grosso do Sul, Sidrolândia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=571
572,RJ ?- Ocupação Manoel Congo luta para que as obras de requalificação do imóvel sejam realizadas,Rio de Janeiro, Rio de Janeiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=572
573,RJ - Quilombolas do Alto da Serra do Mar lutam pela titulação das terras onde vivem há mais de três décadas,Rio de Janeiro, Rio Claro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=573
574,"MT - Povo indígena Ikpeng reivindica retorno ao seu território originário, atualmente ocupado por agricultores e fazendeiros",Mato Grosso, Paranatinga,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=574
575,RS - Quilombolas lutam para que o INCRA dê prosseguimento ao procedimento administrativo destinado à demarcação e à delimitação definitiva do Quilombo da Mormaça,Rio Grande do Sul, Sertão,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=575
